Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
  20002 (Skagen Havn)             ,                       0,                       0,                       0,                       0
  20043 (Hirtshals Havn II)       ,                       0,                       0,                       0,                       0
  20047 (Hirtshals Havn I)        ,                       0,                       0,                       0,                       0
  20048 (Hirtshals Havn)          ,                   30849,                       0,                   30849,                       0
  20098 (Frederikshavn)           ,                   32092,                       0,                   32092,                       0
  20101 (Frederikshavn I)         ,                       0,                       0,                       0,                       0
  20102 (Frederikshavn II)        ,                       0,                       0,                       0,                       0
  20566 (Hobro Havn I)            ,                       0,                       0,                       0,                       0
  20567 (Hobro Havn II)           ,                       0,                       0,                       0,                       0
  21008 (Hanstholm Havn)          ,                   23323,                       0,                   23323,                       0
  21009 (Hanstholm Havn I)        ,                       0,                       0,                       0,                       0
  21011 (Hanstholm Havn II)       ,                       0,                       0,                       0,                       0
  22009 (Udbyhøj Havn II)         ,                       0,                       0,                       0,                       0
  22058 (Randers Havn I)          ,                       0,                       0,                       0,                       0
  22059 (Randers Havn II)         ,                       0,                       0,                       0,                       0
  22121 (Grenå Havn I)            ,                       0,                       0,                       0,                       0
  22122 (Grenå Havn II)           ,                       0,                       0,                       0,                       0
  22331 (Århus Havn I)            ,                       0,                       0,                       0,                       0
  22332 (Århus Havn)              ,                   32882,                       0,                   32882,                       0
  22333 (Århus Havn II)           ,                       0,                       0,                       0,                       0
  22598 (Hov Havn I)              ,                       0,                       0,                       0,                       0
  22599 (Hov Havn II)             ,                       0,                       0,                       0,                       0
  23132 (Juelsminde Havn)         ,                       0,                       0,                       0,                       0
  23289 (Fredericia Havn II)      ,                       0,                       0,                       0,                       0
  23292 (Fredericia Havn)         ,                   31727,                       0,                   31727,                       0
  23293 (Fredericia Havn)         ,                       0,                       0,                       0,                       0
  25148 (Esbjerg Havn)            ,                    2396,                       0,                    2396,                       0
  25149 (Esbjerg Havn)            ,                    3076,                       0,                    3076,                       0
  26359 (Vidåslusen/Højer)        ,                    5214,                       0,                    5214,                       0
  26457 (Fynshav Havn I)          ,                       0,                       0,                       0,                       0
  26458 (Fynshav Havn)            ,                   30031,                       0,                   30031,                       0
  26459 (Fynshav Havn II)         ,                       0,                       0,                       0,                       0
  27084 (Ballen Havn)             ,                       0,                       0,                       0,                       0
  28232 (Slipshavn)               ,                   35040,                       0,                   35040,                       0
  28233 (Slipshavn)               ,                       0,                       0,                       0,                       0
  28234 (Slipshavn)               ,                       0,                       0,                       0,                       0
  28548 (Bagenkop Havn)           ,                       0,                       0,                       0,                       0
  29002 (Havnebyen/Sjællands Odde),                       0,                       0,                       0,                       0
  29038 (Holbæk Havn I)           ,                       0,                       0,                       0,                       0
  29039 (Holbæk Havn II)          ,                       0,                       0,                       0,                       0
  29392 (Korsør Havn)             ,                   35038,                       0,                   35038,                       0
  29393 (Korsør Havn I)           ,                       0,                       0,                       0,                       0
  29394 (Korsør Havn II)          ,                       0,                       0,                       0,                       0
  30017 (Hornbæk Havn)            ,                       0,                       0,                       0,                       0
  30018 (Hornbæk Havn)            ,                   35040,                       0,                   35040,                       0
  30202 (Vedbæk Havn I)           ,                       0,                       0,                       0,                       0
  30203 (Vedbæk Havn II)          ,                       0,                       0,                       0,                       0
  30336 (Københavns Havn)         ,                       0,                       0,                       0,                       0
  30337 (Københavns Havn)         ,                    6730,                       0,                    6730,                       0
  30338 (Københavns Havn)         ,                   34938,                       0,                   34938,                       0
  30339 (Københavns Havn)         ,                       0,                       0,                       0,                       0
  30357 (Drogden Fyr)             ,                       0,                       0,                       0,                       0
  30361 (Dragør Havn I)           ,                       0,                       0,                       0,                       0
  30363 (Dragør Havn II)          ,                       0,                       0,                       0,                       0
  30407 (Roskilde Havn I)         ,                       0,                       0,                       0,                       0
  30409 (Roskilde Havn II)        ,                       0,                       0,                       0,                       0
  30478 (Køge Havn I)             ,                       0,                       0,                       0,                       0
  30479 (Køge Havn II)            ,                       0,                       0,                       0,                       0
  31063 (Rødvig Havn)             ,                       0,                       0,                       0,                       0
  31572 (Rødbyhavns Havn)         ,                   25182,                       0,                   25182,                       0
  31573 (Rødbyhavns Havn I)       ,                    6422,                       0,                    6422,                       0
  31574 (Rødbyhavns Havn II)      ,                       0,                       0,                       0,                       0
  31616 (Gedser Havn I)           ,                       0,                       0,                       0,                       0
  31618 (Gedser Havn)             ,                   33928,                       0,                   33928,                       0
  31623 (Gedser Havn II)          ,                       0,                       0,                       0,                       0
  32048 (Tejn Havn)               ,                       0,                       0,                       0,                       0
9004201 (Thyborøn Havn)           ,                    2032,                       0,                       0,                       0
9004203 (Thyborøn Kyst)           ,                    2032,                       0,                       0,                       0
9004303 (Ferring)                 ,                       0,                       0,                       0,                       0
9005101 (Thorsminde Havn)         ,                    1989,                       0,                       0,                       0
9005103 (Thorsminde Kyst I)       ,                    1536,                       0,                       0,                       0
9005104 (Thorsminde Kyst II)      ,                       0,                       0,                       0,                       0
9005110 (Thorsminde Fjord)        ,                     676,                       0,                       0,                       0
9005113 (Felsted Kog/Klosterhul)  ,                       0,                       0,                       0,                       0
9005201 (Hvide Sande Havn)        ,                    1985,                       0,                       0,                       0
9005203 (Hvide Sande Kyst)        ,                    1843,                       0,                       0,                       0
9005210 (Hvide Sande Fjord)       ,                     676,                       0,                       0,                       0
9005212 (Ringkøbing Havn)         ,                       0,                       0,                       0,                       0
9005213 (Bork Havn)               ,                       0,                       0,                       0,                       0
9006401 (Esbjerg Havn)            ,                    2637,                       0,                       0,                       0
9006501 (Vidåslusen/Højer)        ,                    2628,                       0,                       0,                       0
9006601 (Ballum Sluse)            ,                    2644,                       0,                       0,                       0
