Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
  20002 (Skagen Havn)             ,                   51825,                   51825,                       0,                       0
  20043 (Hirtshals Havn II)       ,                   51560,                   51560,                   51560,                   51540
  20047 (Hirtshals Havn I)        ,                   51727,                   51727,                   51727,                       0
  20048 (Hirtshals Havn)          ,                       0,                       0,                       0,                       0
  20098 (Frederikshavn)           ,                       0,                       0,                       0,                       0
  20101 (Frederikshavn I)         ,                   51745,                   51745,                   51745,                       0
  20102 (Frederikshavn II)        ,                   51574,                       0,                       0,                   51550
  20566 (Hobro Havn I)            ,                       0,                       0,                       0,                       0
  20567 (Hobro Havn II)           ,                   51702,                   51702,                       0,                   51681
  21008 (Hanstholm Havn)          ,                       0,                       0,                       0,                       0
  21009 (Hanstholm Havn I)        ,                   51761,                   51761,                   51761,                       0
  21011 (Hanstholm Havn II)       ,                   51603,                       0,                       0,                   51582
  22009 (Udbyhøj Havn II)         ,                   52040,                   52040,                       0,                   52033
  22058 (Randers Havn I)          ,                   51896,                   51896,                       0,                       0
  22059 (Randers Havn II)         ,                   22274,                       0,                       0,                   13611
  22121 (Grenå Havn I)            ,                   51770,                   51770,                       0,                       0
  22122 (Grenå Havn II)           ,                   51631,                       0,                       0,                   51611
  22331 (Århus Havn I)            ,                   51796,                   51796,                   51796,                       0
  22332 (Århus Havn)              ,                       0,                       0,                       0,                       0
  22333 (Århus Havn II)           ,                   51657,                       0,                       0,                   51638
  22598 (Hov Havn I)              ,                   51993,                   51993,                       0,                       0
  22599 (Hov Havn II)             ,                   51883,                       0,                       0,                   51869
  23132 (Juelsminde Havn)         ,                   51971,                   51971,                       0,                       0
  23289 (Fredericia Havn II)      ,                   51494,                       0,                       0,                   51471
  23292 (Fredericia Havn)         ,                       0,                       0,                       0,                       0
  23293 (Fredericia Havn)         ,                   51663,                   51663,                   51663,                       0
  25148 (Esbjerg Havn)            ,                       0,                       0,                       0,                       0
  25149 (Esbjerg Havn)            ,                   52466,                   52466,                   52466,                   52466
  26359 (Vidåslusen/Højer)        ,                   52468,                   52468,                   52468,                   52468
  26457 (Fynshav Havn I)          ,                   51727,                   51727,                   51727,                       0
  26458 (Fynshav Havn)            ,                       0,                       0,                       0,                       0
  26459 (Fynshav Havn II)         ,                   51557,                       0,                       0,                   51541
  27084 (Ballen Havn)             ,                   51701,                   51701,                       0,                       0
  28232 (Slipshavn)               ,                       0,                       0,                       0,                       0
  28233 (Slipshavn)               ,                       0,                       0,                       0,                       0
