Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006601 (Ballum Sluse)            ,                   52173,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   52199,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   52199,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   51958,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                       0,                       0,                       0,                       0
9006901 (Brøns Sluse I)           ,                   52291,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   52291,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   52295,                       0,                       0,                       0
9007102 (Mandø II)                ,                   52295,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   52226,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   52226,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   52267,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   52267,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   51463,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   49317,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   52238,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   52238,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   52185,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   52185,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                       0,                       0,                       0,                       0
9020402 (Kerteminde Havn II)      ,                       0,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   52209,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   52209,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   52207,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   52207,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                       0,                       0,                       0,                       0
9030302 (Hesnæs Havn II)          ,                       0,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                       0,                       0,                       0,                       0
9030402 (Rønne Havn II)           ,                       0,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                       0,                       0,                       0,                       0
9030502 (Bandholm Havn II)        ,                       0,                       0,                       0,                       0
