Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                      8510,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8510,                      8510,                         0,                         0,                         0,                         0,                         0,                         0,                      8504,                      8504,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8276,                         0,                         0,                      8276,                         0,                         0,                         0,                      8276,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                      8485,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8485,                      8485,                         0,                         0,                         0,                         0,                         0,                         0,                      8484,                      8484,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6526,                         0,                         0,                      6526,                         0,                         0,                         0,                      6526,                         0
04214 (Qullissat)                    ,                         0,                         0,                      8492,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8492,                      8492,                         0,                         0,                         0,                         0,                         0,                         0,                      8490,                      8490,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8402,                         0,                         0,                      8402,                         0,                         0,                         0,                      8402,                         0
04220 (Aasiaat)                      ,                     52151,                     40482,                     52519,                      8755,                         0,                         0,                      2148,                       367,                     52518,                      8755,                     21480,                       364,                     52519,                     52519,                     52519,                      8755,                         0,                         0,                     52519,                      8755,                     52519,                     52519,                         0,                         0,                         0,                         0,                       729,                      8755,                      8755,                       729,                      8755,                         0,                         0,                         0,                         0,                     51162,                     51162,                     18574,                     52519,                      8755,                      8755,                     52519,                      8755,                       344,                       337,                     52519,                      8755
04228 (Attu)                         ,                         0,                         0,                      8469,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8469,                      8469,                         0,                         0,                         0,                         0,                         0,                         0,                      8467,                      8467,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8215,                         0,                         0,                      8215,                         0,                         0,                         0,                      8215,                         0
04242 (Sioralik)                     ,                         0,                         0,                      8498,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8498,                      8498,                         0,                         0,                         0,                         0,                         0,                         0,                      8494,                      8494,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8470,                         0,                         0,                      8470,                         0,                         0,                         0,                      8470,                         0
04250 (Nuuk)                         ,                     42654,                     37655,                     42039,                      7026,                         0,                         0,                      3404,                       546,                     40231,                      6819,                     31941,                       297,                     42970,                     42970,                     42969,                      7162,                         0,                         0,                     42969,                      7162,                     42039,                     42970,                         0,                         0,                         0,                         0,                       596,                      7162,                      7162,                       596,                      7162,                         0,                         0,                         0,                         0,                     39282,                     39282,                     14421,                     42970,                      7162,                      7162,                     42970,                      7162,                       756,                       753,                     42970,                      7162
04253 (Ukiiviit)                     ,                         0,                         0,                      8469,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8469,                      8469,                         0,                         0,                         0,                         0,                         0,                         0,                      8465,                      8465,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8427,                         0,                         0,                      8427,                         0,                         0,                         0,                      8427,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                      5636,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8501,                      8501,                         0,                         0,                         0,                         0,                         0,                         0,                      5631,                      5632,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7580,                         0,                         0,                      7580,                         0,                         0,                         0,                      7580,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                     29080,                      8428,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                     30367,                     30367,                     30365,                      8629,                         0,                         0,                     30365,                      8629,                     29082,                     30367,                         0,                         0,                         0,                         0,                       717,                      8629,                      8629,                       717,                      8629,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                     30368,                      8629,                      8629,                     30365,                      8629,                      1849,                      1148,                     30368,                      8629
04272 (Qaqortoq)                     ,                         1,                         0,                     24614,                      7693,                         0,                         0,                      1940,                       594,                     29806,                      8476,                     19380,                       345,                     29956,                     24426,                         0,                         0,                         0,                         0,                         0,                         0,                     24418,                     24419,                         0,                         0,                         0,                         0,                       634,                      7688,                      7688,                       634,                      7686,                         0,                         0,                         0,                         0,                     22458,                     22461,                      4863,                        11,                         1,                         1,                        14,                         1,                         5,                         1,                        11,                         1
04285 (Angissoq)                     ,                         0,                         0,                      8502,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8502,                      8502,                         0,                         0,                         0,                         0,                         0,                         0,                      8496,                      8496,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8454,                         0,                         0,                      8454,                         0,                         0,                         0,                      8454,                         0
04301 (Kap Morris Jesup)             ,                         0,                         0,                      8754,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8754,                      8754,                         0,                         0,                         0,                         0,                         0,                         0,                      8688,                      8688,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      5925,                         0,                         0,                      5925,                         0,                         0,                         0,                      5925,                         0
04312 (Station Nord)                 ,                         0,                         0,                      8756,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8756,                      8756,                         0,                         0,                         0,                         0,                         0,                         0,                      8684,                      8684,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7595,                         0,                         0,                      7595,                         0,                         0,                         0,                      7595,                         0
04313 (Henrik Krøyer Holme)          ,                         0,                         0,                      6072,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6072,                      6072,                         0,                         0,                         0,                         0,                         0,                         0,                      6020,                      6020,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      5608,                         0,                         0,                      5608,                         0,                         0,                         0,                      5608,                         0
