Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                       123,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8745,                      8745,                         0,                         0,                         0,                         0,                         0,                         0,                      8622,                      8622,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8707,                         0,                         0,                         0,                         0,                         0,                         0,                      8707,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                       126,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8742,                      8742,                         0,                         0,                         0,                         0,                         0,                         0,                      8616,                      8616,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7458,                         0,                         0,                         0,                         0,                         0,                         0,                      7458,                         0
04214 (Qullissat)                    ,                         0,                         0,                        14,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8747,                      8747,                         0,                         0,                         0,                         0,                         0,                         0,                      8733,                      8733,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8577,                         0,                         0,                         0,                         0,                         0,                         0,                      8577,                         0
04220 (Aasiaat)                      ,                      8686,                      6270,                      8743,                      8743,                         0,                         0,                       502,                       502,                      8741,                      8743,                         0,                       365,                      8759,                      8753,                      8743,                      8743,                         0,                         0,                      8743,                      8743,                      8753,                      8753,                         0,                         0,                         0,                         0,                       727,                      8743,                      8743,                       727,                      8743,                         0,                         0,                         0,                         0,                      8647,                      8651,                      3685,                      8759,                      8743,                      8743,                      8743,                      8743,                        15,                       340,                      8759,                      8743
04228 (Attu)                         ,                         0,                         0,                        14,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      5309,                      5309,                         0,                         0,                         0,                         0,                         0,                         0,                      5295,                      5295,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      4641,                         0,                         0,                         0,                         0,                         0,                         0,                      4641,                         0
04242 (Sioralik)                     ,                         0,                         0,                        16,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7887,                      7887,                         0,                         0,                         0,                         0,                         0,                         0,                      7869,                      7869,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7755,                         0,                         0,                         0,                         0,                         0,                         0,                      7755,                         0
04250 (Nuuk)                         ,                      7642,                      5652,                      7627,                      7631,                         0,                         0,                       883,                       883,                      7400,                      7643,                         0,                       309,                      7708,                      7704,                      7687,                      7680,                         0,                         0,                      7687,                      7680,                      7595,                      7704,                         0,                         0,                         0,                         0,                       629,                      7680,                      7680,                       629,                      7680,                         0,                         0,                         0,                         0,                      7643,                      7649,                      3466,                      7708,                      7680,                      7680,                      7691,                      7680,                       188,                       984,                      7708,                      7680
04253 (Ukiiviit)                     ,                         0,                         0,                       124,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8747,                      8747,                         0,                         0,                         0,                         0,                         0,                         0,                      8623,                      8623,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8639,                         0,                         0,                         0,                         0,                         0,                         0,                      8639,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                       172,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8674,                      8674,                         0,                         0,                         0,                         0,                         0,                         0,                      8489,                      8495,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8546,                         0,                         0,                         0,                         0,                         0,                         0,                      8546,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                      2329,                      2327,                         0,                         0,                       259,                       259,                      2329,                      2327,                         0,                        95,                      2329,                      2329,                      2329,                      2327,                         0,                         0,                      2329,                      2327,                      2329,                      2329,                         0,                         0,                         0,                         0,                       192,                      2327,                      2327,                       192,                      2327,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2329,                      2327,                      2327,                      2329,                      2327,                       132,                       390,                      2329,                      2327
