Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         2,                         0,                      2239,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2235,                         0,                         0,                         0,                         0,                         0,                         0,                      2241,                      2242,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      2215,                         0,                         0,                         0,                         0,                         0,                         0,                      2217,                         0
04208 (Kitsissorsuit)                ,                         1,                         0,                      2436,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2439,                         0,                         0,                         0,                         0,                         0,                         0,                      2440,                      2441,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      2443,                         0,                         0,                         0,                         0,                         0,                         0,                      2443,                         0
04214 (Qullissat)                    ,                         1,                         0,                      2354,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2357,                         0,                         0,                         0,                         0,                         0,                         0,                      2357,                      2357,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                         0,                      2355,                         0,                         0,                         0,                         0,                         0,                         0,                      2355,                         0
04220 (Aasiaat)                      ,                      2907,                      2740,                      2886,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2896,                         0,                         0,                         0,                         0,                         0,                         0,                      2895,                      2898,                         0,                         0,                         0,                         0,                       715,                         0,                         0,                       716,                         0,                         0,                         0,                         0,                         0,                         0,                      2908,                      2867,                      2909,                         0,                         0,                         0,                         0,                         0,                         0,                      2909,                         0
04228 (Attu)                         ,                         0,                         0,                      1608,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1572,                         0,                         0,                         0,                         0,                         0,                         0,                      1608,                      1612,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      1610,                         0,                         0,                         0,                         0,                         0,                         0,                      1609,                         0
04242 (Sioralik)                     ,                         1,                         0,                      2382,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2386,                         0,                         0,                         0,                         0,                         0,                         0,                      2383,                      2385,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      2387,                         0,                         0,                         0,                         0,                         0,                         0,                      2388,                         0
04250 (Nuuk)                         ,                      2918,                      2652,                      2890,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2907,                         0,                         0,                         0,                         0,                         0,                         0,                      2898,                      2912,                         0,                         0,                         0,                         0,                       719,                         0,                         0,                       717,                         0,                         0,                         0,                         0,                         0,                         0,                      2917,                      2873,                      2911,                         0,                         0,                         0,                         0,                         0,                         0,                      2906,                         0
04253 (Ukiiviit)                     ,                         0,                         0,                      2415,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2333,                         0,                         0,                         0,                         0,                         0,                         0,                      2415,                      2418,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      2416,                         0,                         0,                         0,                         0,                         0,                         0,                      2416,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                      1477,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2351,                         0,                         0,                         0,                         0,                         0,                         0,                       978,                      2372,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2371,                         0,                         0,                         0,                         0,                         0,                         0,                      2372,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04272 (Qaqortoq)                     ,                      2904,                      2805,                      2895,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2893,                         0,                         0,                         0,                         0,                         0,                         0,                      2901,                      2897,                         0,                         0,                         0,                         0,                       709,                         0,                         0,                       707,                         0,                         0,                         0,                         0,                         0,                         0,                      2903,                      2874,                      2905,                         0,                         0,                         0,                         0,                         0,                         0,                      2905,                         0
04285 (Angissoq)                     ,                         0,                         0,                      2188,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2125,                         0,                         0,                         0,                         0,                         0,                         0,                      2188,                      2190,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         0,                      2187,                         0,                         0,                         0,                         0,                         0,                         0,                      2187,                         0
04301 (Kap Morris Jesup)             ,                         1,                         0,                      2362,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2345,                         0,                         0,                         0,                         0,                         0,                         0,                      2363,                      2365,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2364,                         0,                         0,                         0,                         0,                         0,                         0,                      2365,                         0
