Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                      7067,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7067,                      7067,                         0,                         0,                         0,                         0,                         0,                         0,                      6972,                      6972,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6977,                         0,                         0,                      6977,                         0,                         0,                         0,                      6977,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                      6998,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6998,                      6998,                         0,                         0,                         0,                         0,                         0,                         0,                      6998,                      6998,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                       907,                       480,                         0,                      6287,                         0,                         0,                      6287,                         0,                         0,                         0,                      6287,                         0
04214 (Qullissat)                    ,                         1,                         1,                      7520,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7520,                      7520,                         0,                         0,                         0,                         0,                         0,                         0,                      7420,                      7420,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         1,                      7490,                         0,                         0,                      7489,                         0,                         0,                         0,                      7490,                         0
04220 (Aasiaat)                      ,                     50550,                     35648,                     50491,                      8455,                         0,                         0,                      2503,                       417,                     50809,                      8478,                      5910,                       349,                     50836,                     50200,                     50814,                      8478,                         0,                         0,                     50814,                      8478,                     47453,                     50195,                         0,                         0,                         0,                         0,                       701,                      8396,                      8396,                       701,                      8396,                         0,                         0,                         0,                         0,                     50315,                     50315,                     17272,                     50831,                      8478,                      8478,                     50831,                      8478,                       308,                       449,                     50831,                      8478
04228 (Attu)                         ,                         0,                         0,                      8219,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8219,                      8219,                         0,                         0,                         0,                         0,                         0,                         0,                      8102,                      8102,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8024,                         0,                         0,                      8024,                         0,                         0,                         0,                      8024,                         0
04242 (Sioralik)                     ,                         0,                         0,                      7828,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7829,                      7829,                         0,                         0,                         0,                         0,                         0,                         0,                      7712,                      7712,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7819,                         0,                         0,                      7819,                         0,                         0,                         0,                      7819,                         0
04250 (Nuuk)                         ,                     49141,                     36460,                     49469,                      8394,                         0,                         0,                      3874,                       667,                     46436,                      7984,                     18140,                       338,                     49475,                     49311,                     49333,                      8372,                         0,                         0,                     49333,                      8372,                     49311,                     49311,                         0,                         0,                         0,                         0,                       688,                      8370,                      8370,                       688,                      8370,                         0,                         0,                         0,                         0,                     48681,                     48681,                     17992,                     49475,                      8394,                      8394,                     49475,                      8394,                      1008,                      1084,                     49475,                      8394
04253 (Ukiiviit)                     ,                         0,                         0,                      7854,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7855,                      7855,                         0,                         0,                         0,                         0,                         0,                         0,                      7746,                      7746,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7738,                         0,                         0,                      7737,                         0,                         0,                         0,                      7738,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                      7825,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7825,                      7825,                         0,                         0,                         0,                         0,                         0,                         0,                      7715,                      7715,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7740,                         0,                         0,                      7740,                         0,                         0,                         0,                      7740,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                     49558,                      8258,                         0,                         0,                      7184,                      1195,                     32038,                      5338,                         0,                       223,                     49563,                     49547,                     49562,                      8258,                         0,                         0,                     49562,                      8258,                     49546,                     49547,                         0,                         0,                         0,                         0,                       687,                      8258,                      8258,                       687,                      8258,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                     49563,                      8258,                      8258,                     49563,                      8258,                      1243,                       730,                     49563,                      8258
04272 (Qaqortoq)                     ,                     44667,                     27891,                     44704,                      8651,                         0,                         0,                      3882,                       711,                     44765,                      8662,                     13790,                       355,                     44781,                     44673,                         0,                         0,                         0,                         0,                         0,                         0,                     44672,                     44673,                         0,                         0,                         0,                         0,                       714,                      8623,                      8623,                       714,                      8623,                         0,                         0,                         0,                         0,                     44708,                     44712,                     13502,                     24359,                      4056,                      4057,                     34389,                      4057,                      1386,                       568,                     24359,                      4056
04285 (Angissoq)                     ,                         0,                         0,                      8137,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8137,                      8137,                         0,                         0,                         0,                         0,                         0,                         0,                      8022,                      8022,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8029,                         0,                         0,                      8029,                         0,                         0,                         0,                      8029,                         0
04301 (Kap Morris Jesup)             ,                         0,                         0,                      7638,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7639,                      7639,                         0,                         0,                         0,                         0,                         0,                         0,                      7575,                      7576,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6064,                         0,                         0,                      6064,                         0,                         0,                         0,                      6064,                         0
04312 (Station Nord)                 ,                         0,                         0,                      8657,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8666,                      8666,                         0,                         0,                         0,                         0,                         0,                         0,                      8579,                      8588,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6192,                         0,                         0,                      6192,                         0,                         0,                         0,                      6192,                         0
04313 (Henrik Krøyer Holme)          ,                         0,                         0,                      4677,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      4681,                      4681,                         0,                         0,                         0,                         0,                         0,                         0,                      4652,                      4653,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      3503,                         0,                         0,                      3503,                         0,                         0,                         0,                      3503,                         0
