Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                      2605,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2671,                      2671,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2654,                         0,                         0,                         0,                         0,                         0,                         0,                      2654,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                      2854,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2854,                      2854,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2777,                         0,                         0,                         0,                         0,                         0,                         0,                      2777,                         0
04214 (Qullissat)                    ,                         0,                         0,                      2839,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2844,                      2844,                         0,                         0,                         0,                         0,                         0,                         0,                      2839,                      2844,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2838,                         0,                         0,                         0,                         0,                         0,                         0,                      2838,                         0
04220 (Aasiaat)                      ,                      7323,                      6934,                      8600,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8600,                      8597,                         0,                         0,                         0,                         0,                         0,                         0,                      8600,                      8600,                         0,                         0,                         0,                         0,                       709,                         0,                         0,                       709,                         0,                         0,                         0,                         0,                         0,                         0,                      8509,                      5732,                      8598,                         0,                         0,                         0,                         0,                         0,                         0,                      8598,                         0
04228 (Attu)                         ,                         0,                         0,                      2862,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2860,                      2860,                         0,                         0,                         0,                         0,                         0,                         0,                      2862,                      2862,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2852,                         0,                         0,                         0,                         0,                         0,                         0,                      2852,                         0
04242 (Sioralik)                     ,                         0,                         0,                      2366,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2365,                      2365,                         0,                         0,                         0,                         0,                         0,                         0,                      2366,                      2367,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2348,                         0,                         0,                         0,                         0,                         0,                         0,                      2348,                         0
04250 (Nuuk)                         ,                      8411,                      7913,                         0,                      6499,                         0,                         0,                      8070,                      8062,                      8067,                      8062,                         0,                       332,                      8506,                      7502,                      4489,                      4467,                         0,                         0,                      4496,                      4491,                      4992,                      6811,                         0,                         0,                         0,                         0,                       602,                      7434,                      7434,                       588,                      7434,                         0,                         0,                         0,                         0,                      7787,                      7851,                      3280,                         0,                      3637,                      3637,                      8171,                      3637,                       249,                       469,                         0,                      3637
04253 (Ukiiviit)                     ,                         0,                         0,                      2852,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2859,                      2859,                         0,                         0,                         0,                         0,                         0,                         0,                      2852,                      2859,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2825,                         0,                         0,                         0,                         0,                         0,                         0,                      2825,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                      2381,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2468,                      2468,                         0,                         0,                         0,                         0,                         0,                         0,                      2381,                      2381,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2379,                         0,                         0,                         0,                         0,                         0,                         0,                      2379,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04272 (Qaqortoq)                     ,                      7565,                      7336,                         0,                      8061,                         0,                         0,                      8569,                      8476,                      8484,                      8476,                         0,                       348,                      8574,                      8064,                         0,                         0,                         0,                         0,                         0,                         0,                      8067,                      8067,                         0,                         0,                         0,                         0,                       671,                      8061,                      8061,                       671,                      8061,                         0,                         0,                         0,                         0,                      8028,                      8032,                      2395,                         0,                      6238,                      6238,                      8463,                      6239,                       610,                       968,                         0,                      6238
