Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                        19,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2915,                      2915,                         0,                         0,                         0,                         0,                         0,                         0,                      2865,                      2898,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2878,                         0,                         0,                         0,                         0,                         0,                         0,                      2878,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2894,                      2894,                         0,                         0,                         0,                         0,                         0,                         0,                      2918,                      2918,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2823,                         0,                         0,                         0,                         0,                         0,                         0,                      2823,                         0
04214 (Qullissat)                    ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                       895,                       895,                         0,                         0,                         0,                         0,                         0,                         0,                      1511,                      1511,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1476,                         0,                         0,                         0,                         0,                         0,                         0,                      1476,                         0
04220 (Aasiaat)                      ,                      5800,                      5270,                      7367,                      7364,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         7,                      7758,                      7746,                      1912,                      1910,                         0,                         0,                      1912,                      1910,                      7776,                      7794,                         0,                         0,                         0,                         0,                       631,                      4966,                      4905,                       618,                      4867,                         0,                         0,                         0,                         0,                       725,                      7768,                      3004,                      7793,                      7363,                      7362,                      7364,                      7181,                        20,                       105,                      7793,                      7363
04228 (Attu)                         ,                         0,                         0,                      2231,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      4287,                      4287,                         0,                         0,                         0,                         0,                         0,                         0,                      4287,                      4287,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      4231,                         0,                         0,                         0,                         0,                         0,                         0,                      4231,                         0
04242 (Sioralik)                     ,                         0,                         0,                         5,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      3034,                      3034,                         0,                         0,                         0,                         0,                         0,                         0,                      2985,                      3032,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2984,                         0,                         0,                         0,                         0,                         0,                         0,                      2984,                         0
04250 (Nuuk)                         ,                      8460,                      7010,                      8527,                      8533,                         0,                         0,                      4857,                      4856,                      4857,                      4856,                         0,                       199,                      8536,                      8536,                      8463,                      8461,                         0,                         0,                      8463,                      8461,                      8362,                      8464,                         0,                         0,                         0,                         0,                       695,                      8461,                      8461,                       695,                      8461,                         0,                         0,                         0,                         0,                       723,                      8421,                      3029,                      8464,                      8461,                      8461,                      8464,                      8278,                       160,                       888,                      8464,                      8461
04253 (Ukiiviit)                     ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2887,                         0,                         0,                         0,                         0,                         0,                         0,                      2887,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                      2915,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2900,                         0,                         0,                         0,                         0,                         0,                         0,                      2900,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04272 (Qaqortoq)                     ,                      7480,                      5835,                      7424,                      7420,                         0,                         0,                      8364,                      8350,                      8364,                      8350,                         0,                       336,                      8447,                      7495,                         0,                         0,                         0,                         0,                         0,                         0,                      7497,                      7497,                         0,                         0,                         0,                         0,                       620,                      7412,                      7412,                       620,                      7412,                         0,                         0,                         0,                         0,                       736,                      7474,                      1509,                      7498,                       562,                       562,                      8020,                       562,                       351,                        60,                      7498,                       562
