Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                      2698,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2698,                      2698,                         0,                         0,                         0,                         0,                         0,                         0,                      2698,                      2708,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2691,                         0,                         0,                         0,                         0,                         0,                         0,                      2691,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                      2610,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2739,                      2739,                         0,                         0,                         0,                         0,                         0,                         0,                      2610,                      2768,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2760,                         0,                         0,                         0,                         0,                         0,                         0,                      2760,                         0
04214 (Qullissat)                    ,                         0,                         0,                      2713,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2711,                      2711,                         0,                         0,                         0,                         0,                         0,                         0,                      2713,                      2719,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                      2715,                         0,                         0,                         0,                         0,                         0,                         0,                      2715,                         0
04220 (Aasiaat)                      ,                      2887,                      2793,                      8543,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8486,                      8487,                         0,                         0,                         0,                         0,                         0,                         0,                      8543,                      8545,                         0,                         0,                         0,                         0,                       707,                         0,                         0,                       709,                         0,                         0,                         0,                         0,                         0,                         0,                      2875,                      2890,                      8546,                         0,                         0,                         0,                         0,                         0,                         0,                      8546,                         0
04228 (Attu)                         ,                         0,                         0,                      2083,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2137,                      2137,                         0,                         0,                         0,                         0,                         0,                         0,                      2083,                      2146,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2141,                         0,                         0,                         0,                         0,                         0,                         0,                      2141,                         0
04242 (Sioralik)                     ,                         0,                         0,                      2668,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2670,                      2670,                         0,                         0,                         0,                         0,                         0,                         0,                      2668,                      2680,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2678,                         0,                         0,                         0,                         0,                         0,                         0,                      2678,                         0
04250 (Nuuk)                         ,                      2727,                      2552,                      8740,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8737,                      8738,                         0,                         0,                         0,                         0,                         0,                         0,                      8740,                      8740,                         0,                         0,                         0,                         0,                       724,                         0,                         0,                       720,                         0,                         0,                         0,                         0,                         0,                         0,                      2587,                      2364,                      8684,                         0,                         0,                         0,                         0,                         0,                         0,                      8684,                         0
04253 (Ukiiviit)                     ,                         0,                         0,                      2626,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2611,                      2610,                         0,                         0,                         0,                         0,                         0,                         0,                      2626,                      2631,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2623,                         0,                         0,                         0,                         0,                         0,                         0,                      2623,                         0
04266 (Nunarssuit)                   ,                         2,                         0,                      2502,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                      2507,                      2507,                         0,                         0,                         0,                         0,                         0,                         0,                      2504,                      2521,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                      2508,                         0,                         0,                         0,                         0,                         0,                         0,                      2508,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04272 (Qaqortoq)                     ,                      2901,                      2845,                      2908,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2909,                      2909,                         0,                         0,                         0,                         0,                         0,                         0,                      2908,                      2909,                         0,                         0,                         0,                         0,                       699,                         0,                         0,                       699,                         0,                         0,                         0,                         0,                         0,                         0,                      2906,                      2769,                      2909,                         0,                         0,                         0,                         0,                         0,                         0,                      2909,                         0
04285 (Angissoq)                     ,                         0,                         0,                      2493,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2513,                      2513,                         0,                         0,                         0,                         0,                         0,                         0,                      2492,                      2520,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2517,                         0,                         0,                         0,                         0,                         0,                         0,                      2517,                         0
04301 (Kap Morris Jesup)             ,                         0,                         0,                      2794,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2800,                      2800,                         0,                         0,                         0,                         0,                         0,                         0,                      2793,                      2801,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2798,                         0,                         0,                         0,                         0,                         0,                         0,                      2798,                         0
04312 (Station Nord)                 ,                         0,                         0,                      2795,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2804,                      2804,                         0,                         0,                         0,                         0,                         0,                         0,                      2786,                      2792,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2783,                         0,                         0,                         0,                         0,                         0,                         0,                      2783,                         0
04313 (Henrik Krøyer Holme)          ,                         0,                         0,                      2743,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2748,                      2748,                         0,                         0,                         0,                         0,                         0,                         0,                      2743,                      2753,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2737,                         0,                         0,                         0,                         0,                         0,                         0,                      2737,                         0
04320 (Danmarkshavn)                 ,                      2918,                      2783,                      8749,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8752,                      8753,                         0,                         0,                         0,                         0,                         0,                         0,                      8749,                      8753,                         0,                         0,                         0,                         0,                       727,                         0,                         0,                       730,                         0,                         0,                         0,                         0,                         0,                         0,                      2914,                      2915,                      8753,                         0,                         0,                         0,                         0,                         0,                         0,                      8753,                         0
04330 (Daneborg)                     ,                         2,                         2,                      2507,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                      2513,                      2511,                         0,                         0,                         0,                         0,                         0,                         0,                      2487,                      2501,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         2,                         2,                      2523,                         0,                         0,                         0,                         0,                         0,                         0,                      2523,                         0
04339 (Ittoqqortoormiit)             ,                      2904,                      2737,                      2904,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2904,                      2904,                         0,                         0,                         0,                         0,                         0,                         0,                      2904,                      2904,                         0,                         0,                         0,                         0,                       708,                         0,                         0,                       633,                         0,                         0,                         0,                         0,                         0,                         0,                      2904,                      2898,                      2902,                         0,                         0,                         0,                         0,                         0,                         0,                      2902,                         0
04351 (Aputiteeq)                    ,                         1,                         1,                      2604,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                      2614,                      2614,                         0,                         0,                         0,                         0,                         0,                         0,                      2604,                      2617,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         1,                         1,                      2610,                         0,                         0,                         0,                         0,                         0,                         0,                      2610,                         0
