Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04203 (Kitsissut)                    ,                         0,                         0,                      2665,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2692,                      2692,                         0,                         0,                         0,                         0,                         0,                         0,                      2665,                      2696,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2697,                         0,                         0,                         0,                         0,                         0,                         0,                      2697,                         0
04208 (Kitsissorsuit)                ,                         0,                         0,                      2683,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2717,                      2716,                         0,                         0,                         0,                         0,                         0,                         0,                      2683,                      2736,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2736,                         0,                         0,                         0,                         0,                         0,                         0,                      2736,                         0
04214 (Qullissat)                    ,                         0,                         0,                      2695,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2693,                      2693,                         0,                         0,                         0,                         0,                         0,                         0,                      2695,                      2697,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2696,                         0,                         0,                         0,                         0,                         0,                         0,                      2696,                         0
04220 (Aasiaat)                      ,                      2789,                      2784,                      5536,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      5535,                      5537,                         0,                         0,                         0,                         0,                         0,                         0,                      5536,                      5538,                         0,                         0,                         0,                         0,                       688,                         0,                         0,                       678,                         0,                         0,                         0,                         0,                         0,                         0,                      2837,                      2874,                      5538,                         0,                         0,                         0,                         0,                         0,                         0,                      5538,                         0
04228 (Attu)                         ,                         0,                         0,                      1921,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1924,                      1924,                         0,                         0,                         0,                         0,                         0,                         0,                      1921,                      1923,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1925,                         0,                         0,                         0,                         0,                         0,                         0,                      1925,                         0
04242 (Sioralik)                     ,                         0,                         0,                      2678,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2676,                      2676,                         0,                         0,                         0,                         0,                         0,                         0,                      2677,                      2677,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2681,                         0,                         0,                         0,                         0,                         0,                         0,                      2681,                         0
04250 (Nuuk)                         ,                      2695,                      2625,                      2918,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2918,                         0,                         0,                         0,                         0,                         0,                         0,                      2918,                      2918,                         0,                         0,                         0,                         0,                       698,                         0,                         0,                       696,                         0,                         0,                         0,                         0,                         0,                         0,                      2698,                      2666,                      2919,                         0,                         0,                         0,                         0,                         0,                         0,                      2919,                         0
04253 (Ukiiviit)                     ,                         0,                         0,                      2654,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2646,                      2646,                         0,                         0,                         0,                         0,                         0,                         0,                      2654,                      2656,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2652,                         0,                         0,                         0,                         0,                         0,                         0,                      2652,                         0
04266 (Nunarssuit)                   ,                         0,                         0,                      2587,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2584,                      2584,                         0,                         0,                         0,                         0,                         0,                         0,                      2587,                      2590,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2589,                         0,                         0,                         0,                         0,                         0,                         0,                      2589,                         0
04271 (Narsarsuaq Radiosonde)        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04272 (Qaqortoq)                     ,                      2872,                      2820,                      2900,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2902,                      2898,                         0,                         0,                         0,                         0,                         0,                         0,                      2900,                      2901,                         0,                         0,                         0,                         0,                       673,                         0,                         0,                       665,                         0,                         0,                         0,                         0,                         0,                         0,                      2898,                      2879,                      2903,                         0,                         0,                         0,                         0,                         0,                         0,                      2903,                         0
04285 (Angissoq)                     ,                         0,                         0,                      2582,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2564,                      2564,                         0,                         0,                         0,                         0,                         0,                         0,                      2581,                      2582,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2585,                         0,                         0,                         0,                         0,                         0,                         0,                      2585,                         0
04301 (Kap Morris Jesup)             ,                         0,                         0,                      2714,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2704,                      2704,                         0,                         0,                         0,                         0,                         0,                         0,                      2714,                      2717,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2720,                         0,                         0,                         0,                         0,                         0,                         0,                      2720,                         0
04312 (Station Nord)                 ,                         0,                         0,                      2743,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2745,                      2745,                         0,                         0,                         0,                         0,                         0,                         0,                      2743,                      2745,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2745,                         0,                         0,                         0,                         0,                         0,                         0,                      2745,                         0
04313 (Henrik Krøyer Holme)          ,                         0,                         0,                      2712,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2714,                      2714,                         0,                         0,                         0,                         0,                         0,                         0,                      2712,                      2714,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2714,                         0,                         0,                         0,                         0,                         0,                         0,                      2714,                         0
04320 (Danmarkshavn)                 ,                      2803,                      2783,                      4940,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      4941,                      4939,                         0,                         0,                         0,                         0,                         0,                         0,                      4940,                      4941,                         0,                         0,                         0,                         0,                       657,                         0,                         0,                       642,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2923,                      4941,                         0,                         0,                         0,                         0,                         0,                         0,                      4940,                         0
04330 (Daneborg)                     ,                         0,                         0,                      2586,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2564,                      2564,                         0,                         0,                         0,                         0,                         0,                         0,                      2582,                      2595,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2592,                         0,                         0,                         0,                         0,                         0,                         0,                      2592,                         0
04339 (Ittoqqortoormiit)             ,                      2836,                      2805,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2916,                         0,                         0,                         0,                         0,                       714,                         0,                         0,                       642,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                      2914,                      2916,                         0,                         0,                         0,                         0,                         0,                         0,                      2916,                         0
04351 (Aputiteeq)                    ,                         0,                         0,                      2654,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2660,                      2660,                         0,                         0,                         0,                         0,                         0,                         0,                      2654,                      2657,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2657,                         0,                         0,                         0,                         0,                         0,                         0,                      2657,                         0
04360 (Tasiilaq)                     ,                      2864,                      2825,                      2912,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2917,                      2915,                         0,                         0,                         0,                         0,                         0,                         0,                      2912,                      2915,                         0,                         0,                         0,                         0,                       698,                         0,                         0,                       713,                         0,                         0,                         0,                         0,                         0,                         0,                      2917,                      2610,                      2912,                         0,                         0,                         0,                         0,                         0,                         0,                      2912,                         0
04373 (Ikermit)                      ,                         0,                         0,                      1516,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1887,                      1888,                         0,                         0,                         0,                         0,                         0,                         0,                      1516,                      1893,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      1892,                         0,                         0,                         0,                         0,                         0,                         0,                      1892,                         0
04382 (Ikermiuarssuk)                ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04390 (Ikerasassuaq)                 ,                      2590,                      2272,                      2921,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      2921,                      2921,                         0,                         0,                         0,                         0,                         0,                         0,                      2921,                      2921,                         0,                         0,                         0,                         0,                       693,                         0,                         0,                       672,                         0,                         0,                         0,                         0,                         0,                         0,                      2602,                      2892,                      2921,                         0,                         0,                         0,                         0,                         0,                         0,                      2921,                         0
05005 (Uggerby)                      ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05009 (Nørre Lyngby N)               ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05015 (Lendum)                       ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05031 (Byrum)                        ,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
