Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006601 (Ballum Sluse)            ,                   52405,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   52434,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   52434,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   52416,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                   44867,                       0,                       0,                   44746
9006901 (Brøns Sluse I)           ,                   50509,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   50509,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   52465,                       0,                       0,                       0
9007102 (Mandø II)                ,                   52465,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   52035,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   52035,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   52363,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   52363,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   52434,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   52434,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   52436,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   52436,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   41067,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   41067,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                       0,                       0,                       0,                       0
9020402 (Kerteminde Havn II)      ,                       0,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   52437,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   52437,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   52244,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   52244,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                   52433,                       0,                       0,                   52433
9030302 (Hesnæs Havn II)          ,                   52433,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                   52430,                       0,                       0,                   52430
9030402 (Rønne Havn II)           ,                   52430,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                       0,                       0,                       0,                       0
9030502 (Bandholm Havn II)        ,                       0,                       0,                       0,                       0
